"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Break out of the Cabin Fever with a local shopping trip. It looks like some sun and temps in the mid-40s for tomorr… https://t.co/ChRtPEZ7x4",FALSE,0,NA,2019-03-08 21:12:00,TRUE,NA,"1104127650946199552",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","stnicksalliance",0,FALSE,FALSE,NA,NA
"2","Y’all got baby fever, I got house fever 🤒.. We are not the same",FALSE,0,NA,2019-03-08 21:11:20,FALSE,NA,"1104127485858537475",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Noop_TheGreat",0,FALSE,FALSE,NA,NA
"3","The 813hp #McLaren Senna GTR is a track day fever-dream https://t.co/YGskvrYvxj #archive",FALSE,0,NA,2019-03-08 21:11:18,FALSE,NA,"1104127475016183811",NA,"<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>","ZonaBinaria",0,FALSE,FALSE,NA,NA
"4","Woke up with fever so what better way to cure it then spending the entire day watching episodes of The Office while… https://t.co/juBA06kR1s",FALSE,0,NA,2019-03-08 21:10:41,TRUE,NA,"1104127322297458688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notalexisgomez",0,FALSE,FALSE,NA,NA
"5","Having a fever is so weird cuz like one minute you need 1000 blankets on and then next you’re literally sweating bu… https://t.co/2aWMpkGDYB",FALSE,0,NA,2019-03-08 21:10:20,TRUE,NA,"1104127234246348802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","0livia_vickers",0,FALSE,FALSE,NA,NA
"6","@juliesu74284807 @steve_shorty @foootsoldier @PaulReadGB @somersetlevel @caz_foster Friday night fever! https://t.co/LIK1ETDCoz",FALSE,1,"juliesu74284807",2019-03-08 21:10:11,FALSE,"1104126455007666177","1104127195025268736","1062459324977569793","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","FlavellG",0,FALSE,FALSE,NA,NA
"7","I may be a little old school but I still have the fever!  3 for 333 @fever333 https://t.co/p3awlxofep",FALSE,0,NA,2019-03-08 21:09:37,FALSE,NA,"1104127050598703104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","die2board",0,FALSE,FALSE,NA,NA
"8","@Mattyhav1 @GreenLantern4 @benshapiro The idea that Christian persecution exists in anything resembling the same se… https://t.co/voL9NOY7t0",FALSE,0,"Mattyhav1",2019-03-08 21:09:09,TRUE,"1104124573837131776","1104126935284629505","1104123672967761928","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","iceblademan",0,FALSE,FALSE,NA,NA
"9","@forrinwolf And ""Saturday Night Fever"" (1977) was my favorite film. I was 13 years old in 1977. :P",FALSE,0,"forrinwolf",2019-03-08 21:08:10,FALSE,"1104123973426532353","1104126686960992257","770491173785989120","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BradHound",0,FALSE,FALSE,NA,NA
"10","OC! we’ll see you tonight at @ObservatoryOC for our show with @armorsmusic + Fever Joy. doors open at 8! #ufoufo… https://t.co/RzPxOVCWiV",FALSE,3,NA,2019-03-08 21:08:03,TRUE,NA,"1104126659517509633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ufoufoband",1,FALSE,FALSE,NA,NA
"11","I’ve had a fever for four days, and can not get it to break! 😞🤕🤒",FALSE,0,NA,2019-03-08 21:07:41,FALSE,NA,"1104126566672535553",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeniferlopez88",0,FALSE,FALSE,NA,NA
"12","@pfunk1130 Also....this was her review of Black Panther...phew is all I got for her

https://t.co/43A21wcSCC",FALSE,0,"pfunk1130",2019-03-08 21:07:36,FALSE,"1104124730225893376","1104126545529049089","11306882","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Braunginn",0,FALSE,FALSE,NA,NA
"13","@pmgeorgic @brownbagpanty @ockinger @Takethatdoctors @SciencePharmer @thereal_truther @Lonebeatle @hornswaggled2 Wh… https://t.co/Po11EyAaJQ",FALSE,0,"hani_darwich",2019-03-08 21:05:42,TRUE,"1104125588543950848","1104126066002558976","741531114385199104","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hani_darwich",0,FALSE,FALSE,NA,NA
"14","baby fever ona 💯😪",FALSE,0,NA,2019-03-08 21:05:39,FALSE,NA,"1104126054833127424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KelLaFlare",0,FALSE,FALSE,NA,NA
"15","I have never had baby fever ever in my life",FALSE,0,NA,2019-03-08 21:05:32,FALSE,NA,"1104126023497629702",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stanlistz",0,FALSE,FALSE,NA,NA
"16","@HoarseWisperer Woke up with a sore throat on Sunday: Fever, chills, &amp; aches. Imagined I’d feel better after 2days… https://t.co/8qYeOUlyXi",FALSE,1,"HoarseWisperer",2019-03-08 21:05:23,TRUE,"1104111261829251073","1104125987237830661","784575415457308672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MetalgirlNC",0,FALSE,FALSE,NA,NA
"17","Learning Ally's ""Spring Into Reading "" is a fun, engaging program that will give students spring reading fever. The… https://t.co/wvbF98wnS9",FALSE,0,NA,2019-03-08 21:05:03,TRUE,NA,"1104125904446464000",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","Learning_Ally",0,FALSE,FALSE,NA,NA
"18","Gangsta fever",FALSE,2,NA,2019-03-08 21:04:58,FALSE,NA,"1104125881784696832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aaaronchacon",0,FALSE,FALSE,NA,NA
"19","Maximum Amber... https://t.co/hAO3xTibOX",FALSE,0,NA,2019-03-08 21:04:26,FALSE,NA,"1104125746421919744",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","BalticEssential",0,FALSE,FALSE,NA,NA
"20","Today is giving me spring fever!! Bring it on!! #OverWinter",FALSE,2,NA,2019-03-08 21:04:09,FALSE,NA,"1104125675630444544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jrailsh",0,FALSE,FALSE,NA,NA
"21","Might not have baby fever anymore.",FALSE,0,NA,2019-03-08 21:03:52,FALSE,NA,"1104125602901168133",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ms_Jaydee",0,FALSE,FALSE,NA,NA
"22","@marinscos Thank you Mari!! It feels like a fever dream!!",FALSE,0,"marinscos",2019-03-08 21:03:24,FALSE,"1104058696408084480","1104125488400879617","44974494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stripeyworm",0,FALSE,FALSE,NA,NA
"23","My studio is the one place I can go to where I’m guaranteed to leave in a better mood than I’m in when I arrive. La… https://t.co/MYZOijrASw",FALSE,1,NA,2019-03-08 21:02:49,TRUE,NA,"1104125339473571840",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","AmandaWirig",0,FALSE,FALSE,"-94.0052","44.1623"
"24","FEVER DOG ROX https://t.co/kB7cd4mXJ5",FALSE,2,NA,2019-03-08 21:01:17,FALSE,NA,"1104124953996095489",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whoismattking",1,FALSE,FALSE,NA,NA
"25","Got Spring Fever? We've got the cure at our SPRING SALES EVENT! Get EMPLOYEE PRICING TO THE PUBLIC on all new 2018… https://t.co/j5et2rJvUR",FALSE,0,NA,2019-03-08 21:01:04,TRUE,NA,"1104124901240303617",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","HelloKahloCDJR",0,FALSE,FALSE,NA,NA
"26","Youths ran amok on its roof - sparking large police and fire service response https://t.co/3Bidu7fmvo",FALSE,0,NA,2019-03-08 21:00:27,FALSE,NA,"1104124743593218048",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DevonLiveNews",0,FALSE,FALSE,NA,NA
"27","@fox5dc Remember him for White Line Fever and The Workds Greatest Athlete. RIP",FALSE,1,"fox5dc",2019-03-08 21:00:02,FALSE,"1104060732503674880","1104124641939984384","13918492","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","noklew_",0,FALSE,FALSE,NA,NA
"28","@Pregnancy_Video BABY FEVER OFF THE CHARTS! I’m sooo ready for this lol",FALSE,0,"Pregnancy_Video",2019-03-08 20:59:30,FALSE,"1103706802976362496","1104124506841538561","347794641","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthgoddess710",0,FALSE,FALSE,NA,NA
"29","I knew the ladies in SC got jungle fever 😂😂 https://t.co/NcFNYMJD7q",FALSE,0,NA,2019-03-08 20:58:45,FALSE,NA,"1104124315077918720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","asvpxflyy",0,FALSE,FALSE,NA,NA
"30","@NeNeLovesYouuu Lmao damn and I was fever presssed because everybody I know black after college went there or either Atlanta, like nah",FALSE,0,"NeNeLovesYouuu",2019-03-08 20:58:38,FALSE,"1104119730921721857","1104124286170812416","161151191","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jess_Nneka",0,FALSE,FALSE,NA,NA
"31","CABIN FEVER! HAPPY FRIDAY! #DanceEveryDay #Dance365 #RaiseTheEnergy #CreateABetterWorld #HappyFriday #Love #Energy… https://t.co/ex1t5KssaE",FALSE,0,NA,2019-03-08 20:57:16,TRUE,NA,"1104123941906456578",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","WeeClanTorrance",0,FALSE,FALSE,NA,NA
"32","#Brazil Confirms 50  #YellowFever Cases During 2019

https://t.co/zNgqrUzAdo

In the USA, the  #Sanodi #Stamaril… https://t.co/l5lENvJP1a",FALSE,0,NA,2019-03-08 20:56:06,TRUE,NA,"1104123649077006336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","donaldhackett",0,FALSE,FALSE,NA,NA
"33","This what I get for thinking I was better. Now I’m running a fever and can’t breathe all over again",FALSE,0,NA,2019-03-08 20:55:59,FALSE,NA,"1104123622027939840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OhPrettyMeSenee",0,FALSE,FALSE,NA,NA
"34","Feelin spring fever? Us too! Head over to our tasting room this Saturday, March 9, for a bar takeover with… https://t.co/CU61Z9CJd5",FALSE,0,NA,2019-03-08 20:55:54,TRUE,NA,"1104123601085714433",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","NEDistilling",0,FALSE,FALSE,"-70.31988778","43.70268986"
"35","@haydenblack @jtrathgeber @AP Had * walking pneumonia * for 2 years with the only symptom a cough. No fever. Nothin… https://t.co/7pX8CQ1MnV",FALSE,1,"haydenblack",2019-03-08 20:55:45,TRUE,"1104106386923745280","1104123562535936000","32259450","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Lessafetoday08",0,FALSE,FALSE,NA,NA
"36","I cant believe im not going to Latin Fever this year🤯🤯☹️",FALSE,0,NA,2019-03-08 20:55:14,FALSE,NA,"1104123432181088257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrittanyCabralS",0,FALSE,FALSE,NA,NA
"37","Thank you to everyone who came out to our Taste of the Market Sunday Night Fever fundraiser. We had a lot of fun, a… https://t.co/87jNAqQOHE",FALSE,1,NA,2019-03-08 20:55:12,TRUE,NA,"1104123423934971904",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","SarasotaMarket",0,FALSE,FALSE,NA,NA
"38","pomum「いつまでもぽむりんでありつづけたい」",FALSE,0,NA,2019-03-08 20:54:26,FALSE,NA,"1104123229365460992",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","crash_fever_bot",0,FALSE,FALSE,NA,NA
"39","@EllenJMiller Deadly Creatures, which is surely the product of a bad fever.",FALSE,1,"EllenJMiller",2019-03-08 20:54:20,FALSE,"1104121589745045504","1104123204006748160","859037929","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","nilesformayor",0,FALSE,FALSE,NA,NA
"40","I’ve been watching HGTV so much lately. House hunting fever.",FALSE,0,NA,2019-03-08 20:54:09,FALSE,NA,"1104123158364389376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ayishofspades",0,FALSE,FALSE,NA,NA
"41","ffs I have to get out of this city soon. going batshit insane, stir crazy, cabin fever in my hometown. the people h… https://t.co/6dFnGa13F4",FALSE,1,NA,2019-03-08 20:53:27,TRUE,NA,"1104122982828515329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","karaluxj",0,FALSE,FALSE,NA,NA
"42","@iGotJanet_Fever Facts she bool",FALSE,0,"iGotJanet_Fever",2019-03-08 20:51:01,FALSE,"1104120293101056001","1104122370233647104","222800757","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Abutts_2",0,FALSE,FALSE,NA,NA
"43","@TheJWQ @MasCar2919 @ghoppe @jkellyca @Plasticdoe @kmerian @VivanArchos @Gardeniagal4 @ScottLaRocca3 @JaneSmith659… https://t.co/PhmxbvqDh7",FALSE,10,"TheJWQ",2019-03-08 20:50:40,TRUE,"1104120066704986112","1104122282019115009","34825615","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fawfulfan",2,FALSE,FALSE,NA,NA
"44","To any friends that have baby fever, I have a newborn at my house now. Will send all of the pics — My sister in law is okay with it. 🖤",FALSE,1,NA,2019-03-08 20:50:30,FALSE,NA,"1104122241586003973",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JessiBandAid",0,FALSE,FALSE,NA,NA
"45","Is it spring yet?  The cabin fever is unbearable!! #bringonspring",FALSE,0,NA,2019-03-08 20:50:13,FALSE,NA,"1104122169666220033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RealAndreaKlein",0,FALSE,FALSE,NA,NA
"46","""We believe this self-limiting inflammatory response better accounts for noninfectious postoperative fever than ate… https://t.co/tF4OsSfnnX",FALSE,0,NA,2019-03-08 20:49:56,TRUE,NA,"1104122098082086912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KrishDewan3",0,FALSE,FALSE,NA,NA
"47","@KellsMaureeen They’re the best to dress up 😭 but now I have baby fever for a little boy 🥺",FALSE,1,"KellsMaureeen",2019-03-08 20:49:34,FALSE,"1104121561022251008","1104122004788183042","466874779","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","duhhitsdora",0,FALSE,FALSE,NA,NA
"48","Stat Rat Fever Time https://t.co/rGJQ3mOP5T",FALSE,0,NA,2019-03-08 20:49:23,FALSE,NA,"1104121960546500608",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MedicalQuack",0,FALSE,FALSE,NA,NA
"49","@ConnorJRogers @OhDannyBoy32 Cabin Fever is underrated",FALSE,1,"ConnorJRogers",2019-03-08 20:49:00,FALSE,"1104121672653783040","1104121865159786496","51143993","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IanKenyonNFL",0,FALSE,FALSE,NA,NA
"50","Ronnie Davis - Fever Dub",FALSE,0,NA,2019-03-08 20:48:19,FALSE,NA,"1104121692589314049",NA,"<a href=""https://radio.co"" rel=""nofollow"">Radio.co now playing</a>","Future_atlas_",0,FALSE,FALSE,NA,NA
"51","@Herbert_L_Reed He was great in air wolf, worlds greatest athlete,and white line fever. I have been watching him si… https://t.co/eaAJ08lcel",FALSE,1,"Herbert_L_Reed",2019-03-08 20:48:16,TRUE,"1104117942407577601","1104121678492246018","822510151642923009","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","maXjrNC",0,FALSE,FALSE,NA,NA
"52","EKG changes of Brugada Syndrome can be unmasked by fever. Fascinating!

https://t.co/RrW7GZqHYF",FALSE,0,NA,2019-03-08 20:48:14,FALSE,NA,"1104121671026380800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","civestallman",0,FALSE,FALSE,NA,NA
"53","Does Atelectasis Cause Fever After Surgery? Putting a Damper on Dogma https://t.co/qUY8mR5l56",FALSE,0,NA,2019-03-08 20:47:43,FALSE,NA,"1104121539815854080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","irenelomd",0,FALSE,FALSE,NA,NA
"54","shark tale is like a fever dream",FALSE,4,NA,2019-03-08 20:46:56,FALSE,NA,"1104121345288232960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saucymutt",0,FALSE,FALSE,NA,NA
"55","@wizkhalifa please preform On My Level and songs off of Cabin Fever at SPI 🥺🥺",FALSE,0,"wizkhalifa",2019-03-08 20:43:57,FALSE,NA,"1104120592666689536","20322929","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alieshaott",0,FALSE,FALSE,NA,NA
"56","The common cold may include:

-joint aches
-painful coughs
-fever
-the feeling of death itself
-skyrocketed water b… https://t.co/cYKK8TPadM",FALSE,0,NA,2019-03-08 20:43:15,TRUE,NA,"1104120415440449536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","snowlightfrost",0,FALSE,FALSE,NA,NA
"57","I always think of “White Line Fever” 🙏😇

'Airwolf' star Jan-Michael Vincent dead at 74 after suffering cardiac arre… https://t.co/mAVPSIQ8qf",FALSE,0,NA,2019-03-08 20:42:51,TRUE,NA,"1104120314685022213",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SheriGibe",0,FALSE,FALSE,NA,NA
"58","@razgarx baby fever hitting me hard atm.... legit on my lap https://t.co/BXvLjcKd6Z",FALSE,1,"razgarx",2019-03-08 20:41:37,FALSE,"1104119486620336129","1104120006370054145","1084565956217749504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShayraCastillo2",0,FALSE,FALSE,NA,NA
"59","baby #2 fever BEEN left dawg",FALSE,0,NA,2019-03-08 20:40:53,FALSE,NA,"1104119819970985984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ziggy_Indy",0,FALSE,FALSE,NA,NA
"60","‘Ferrante Fever’ Review: A Bland Tribute to the Enigmatic Writer https://t.co/oGN4I3Ecn0",FALSE,0,NA,2019-03-08 20:40:23,FALSE,NA,"1104119694531969028",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MJJacques",0,FALSE,FALSE,NA,NA
"61","@Fever_sensation #박찬열 #CHANYEOL Chinese movie SO I MARRIED MY ANTI-FAN is FINALLY available on @iTunes in the US &amp;… https://t.co/ImPNSEBuh8",FALSE,0,"Fever_sensation",2019-03-08 20:40:03,TRUE,NA,"1104119609693630464","790571267493466112","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chinalionfilm",0,FALSE,FALSE,NA,NA
"62","Welp.  My Lani caught a fever during school.😫 No field trip for us. Tylenol and netflix it is.",FALSE,0,NA,2019-03-08 20:39:41,FALSE,NA,"1104119520430571521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stacey23_",0,FALSE,FALSE,NA,NA
"63","White Line Fever ... RIP ... 😕",FALSE,0,NA,2019-03-08 20:39:20,FALSE,NA,"1104119431918161920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AskGoo",0,FALSE,FALSE,NA,NA
"64","The 813hp McLaren Senna GTR is a track day fever-dream https://t.co/QP2mO2zYuq https://t.co/rG0qmkDrGg",FALSE,0,NA,2019-03-08 20:38:16,FALSE,NA,"1104119164359397378",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","slashgear",0,FALSE,FALSE,NA,NA
"65","The 813hp #McLarenSennaGTR is a track day fever-dream #SlashGear https://t.co/Sg64ApSpnh @slashgear https://t.co/OyA4K4qlRW",FALSE,0,NA,2019-03-08 20:38:06,FALSE,NA,"1104119120293969925",NA,"<a href=""http://www.darrenculbreath.com"" rel=""nofollow"">TweetGenForDarren</a>","darrenculbreath",0,FALSE,FALSE,NA,NA
"66","*There are symptoms of a possible communicable disease (these are usually sniffles, reddened eyes, sore throat, hea… https://t.co/bl7DnVlRd1",FALSE,1,NA,2019-03-08 20:36:23,TRUE,NA,"1104118687865413633",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CenColPreschool",0,FALSE,FALSE,NA,NA
"67","Hey look! THE FEVER KING is one of Amazon’s Best SFF Books of the Month (and right alongside my queen @KA_Doore 🖤) https://t.co/6swEUaWI1r",FALSE,13,NA,2019-03-08 20:36:17,FALSE,NA,"1104118663576256513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sosaidvictoria",0,FALSE,FALSE,NA,NA
"68","@SKirbGame @EmmArrGus tomrrow, i am diagnosed with the yellow fever 😎👌",FALSE,2,"TheAmazingTatsu",2019-03-08 20:36:11,FALSE,"1104118524497330176","1104118639907745792","3681209243","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheAmazingTatsu",0,FALSE,FALSE,NA,NA
"69","Here are 10 ways to make memories (and kick cabin fever) with your kids this winter: https://t.co/JsZRJR0kX3… https://t.co/cD8JXrou1B",FALSE,1,NA,2019-03-08 20:36:04,TRUE,NA,"1104118607376723968",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","happyincle",0,FALSE,FALSE,NA,NA
"70","Please keep your child home from school if:
*There is a fever or has had one in the last 24 hours (They need to be… https://t.co/4u5o1z9NLW",FALSE,1,NA,2019-03-08 20:35:38,TRUE,NA,"1104118500145147906",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CenColPreschool",0,FALSE,FALSE,NA,NA
"71","&amp; to think I wanted 5 🥴 — baby fever on PAUSE https://t.co/fSbj8qGbQI",FALSE,1,NA,2019-03-08 20:35:20,FALSE,NA,"1104118422143680519",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","baddjasz",0,FALSE,FALSE,NA,NA
"72","""With the state enjoying a record-setting state budget reserve, and competition for jobs already at a fever pitch,… https://t.co/ZqrgnYExDm",FALSE,2,NA,2019-03-08 20:34:57,TRUE,NA,"1104118327566192641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CALmatters",0,FALSE,FALSE,NA,NA
"73","Working while having a fever &lt;&lt;
today is so shitty",FALSE,0,NA,2019-03-08 20:34:08,FALSE,NA,"1104118122620076033",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_whitnick",0,FALSE,FALSE,NA,NA
"74","Seeing videos of @JanelleBok's babygirl gives me severe baby fever. 😍 Lydia is so stinkin cute!!💕",FALSE,1,NA,2019-03-08 20:33:41,FALSE,NA,"1104118010653167624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jessiesowers51",1,FALSE,FALSE,NA,NA
"75","@qveendayja Okay I no longer have baby fever 😂",FALSE,0,"qveendayja",2019-03-08 20:33:15,FALSE,"1104040634917244936","1104117898929471491","1020333268909133824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kelseabrycee",0,FALSE,FALSE,NA,NA
"76","One of the guys molested by mj went on to get yellow fever lol",FALSE,2,NA,2019-03-08 20:32:52,FALSE,NA,"1104117804675072002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","thumbpigeon",0,FALSE,FALSE,NA,NA
"77","Thinking about king and how I want a boy someone stop this baby fever I have",FALSE,0,NA,2019-03-08 20:30:32,FALSE,NA,"1104117217925435392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brianna_loveex3",0,FALSE,FALSE,NA,NA
"78","@LMac_1326 Nahh, but only because when I decide on getting a tattoo, my mom does too. We have one mother/daughter b… https://t.co/4hFeEf08xr",FALSE,1,"LMac_1326",2019-03-08 20:29:24,TRUE,"1104080601152450560","1104116929093095424","70293785","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sarahray_10",0,FALSE,FALSE,NA,NA
"79","My “@LeVeonBell to Philly Belief Meter” IS IN A FUCKING FEVER PITCH RIGHT NOW!!!!",FALSE,0,"TTPSean",2019-03-08 20:28:51,FALSE,"1104116181018005506","1104116793055035394","325982848","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TTPSean",0,FALSE,FALSE,NA,NA
"80","Idk how some of y’all be getting baby fever, I never felt that shit In my whole life 😂😂",FALSE,0,NA,2019-03-08 20:27:49,FALSE,NA,"1104116534392303618",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","r_malikx",0,FALSE,FALSE,NA,NA
"81","so this is what baby fever feels like... https://t.co/SLzMQeQ8CC",FALSE,1,NA,2019-03-08 20:27:47,FALSE,NA,"1104116523235332096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saac98",0,FALSE,FALSE,NA,NA
"82","FEATURE: Community, Charity, and Change: The Fever Is Here https://t.co/zk71whEjH8",FALSE,1,NA,2019-03-08 20:27:34,FALSE,NA,"1104116471179984896",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","Substream",0,FALSE,FALSE,NA,NA
"83","Wow I really have a fever, this is great.",FALSE,0,NA,2019-03-08 20:26:50,FALSE,NA,"1104116284822876167",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","queenofthevibez",0,FALSE,FALSE,NA,NA
"84","Can someone take my temperature cause I think I have Jan Quadrant Vincent fever over here",FALSE,1,NA,2019-03-08 20:26:42,FALSE,NA,"1104116252006629376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisLaraMaya",1,FALSE,FALSE,NA,NA
"85","""Zika, dengue, and yellow fever are about to get much worse: Urbanization, transportation, and climate change are r… https://t.co/QP525eNKW0",FALSE,0,NA,2019-03-08 20:26:34,TRUE,NA,"1104116219773419520",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","emily_penrose",0,FALSE,FALSE,NA,NA
"86","I’m sick and have a fever. It’s raining and it’s cold but I keep leaving my mom at the entrance of every store beca… https://t.co/kFFtVwWy3T",FALSE,0,NA,2019-03-08 20:26:33,TRUE,NA,"1104116215180595205",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nsantosv77",0,FALSE,FALSE,NA,NA
